chr	start	end	eigen	domain
chr1	16373505	16473504	-1.79679621285356	open
chr1	16473505	16573504	-2.00045994634379	open
chr1	16573505	16673504	-2.17069372789667	open
chr1	16673505	16773504	-2.180321516745	open
chr1	16873505	16973504	-2.07019184821792	open
chr1	16973505	17073504	-1.78244097619512	open
chr1	17073505	17173504	-1.42008349332506	open
chr1	17173505	17273504	-1.16206448211612	open
chr1	17273505	17373504	-1.06280396120231	open
chr1	17373505	17473503	-0.976559605625271	open
chr1	17473504	17573504	-0.863819456609681	open
chr1	17573505	17673504	-0.758211382006464	open
chr1	17673505	17773504	-0.53189939642797	open
chr1	17773505	17873505	-0.396340296742893	open
chr1	17873506	17973505	-0.342213455388653	open
chr1	17973506	18073505	-0.317845438261736	open
chr1	18073506	18173505	-0.349693278741291	open
chr1	18173506	18273505	-0.41123756351526	open
chr1	18273506	18373505	-0.414013745468554	open
chr1	18373506	18473505	-0.424318993835944	open
chr1	18473506	18573505	-0.411952949358735	open
chr1	18573506	18673505	-0.392223955621665	open
chr1	18673506	18773505	-0.443845369593265	open
chr1	18773506	18873505	-0.656615849160034	open
chr1	18873506	18973505	-0.80825701812962	open
chr1	18973506	19073505	-0.974290580983162	open
chr1	19073506	19173505	-1.16329172565887	open
chr1	19173506	19273505	-1.14885693669653	open
chr1	19273506	19373505	-1.21320401812645	open
chr1	19373506	19473505	-1.21635854196811	open
chr1	19473506	19573505	-1.17154634286241	open
chr1	19573506	19673506	-1.15756170216884	open
chr1	19673507	19773506	-1.08979197234703	open
chr1	19773507	19873506	-1.0021392847445	open
chr1	19873507	19973506	-0.913017863750168	open
chr1	19973507	20073506	-0.872160610056109	open
chr1	20073507	20173506	-0.79784229088721	open
chr1	20173507	20273506	-0.774976007369023	open
chr1	20273507	20373506	-0.752364539958102	open
chr1	20373507	20473506	-0.730455070403854	open
chr1	20473507	20573506	-0.82193528898276	open
chr1	20573507	20673506	-0.945209937209959	open
chr1	20673507	20773506	-1.07651499378854	open
chr1	20773507	20873506	-1.1525483410094	open
chr1	20873507	20973506	-1.19894708782583	open
chr1	20973507	21073506	-1.19806423602405	open
chr1	21073507	21173506	-1.12032328544051	open
chr1	21173507	21273506	-1.12673504539493	open
chr1	21273507	21373506	-1.02529596818498	open
chr1	21373507	21473506	-0.941855835365549	open
chr1	21473507	21573506	-0.937260992845324	open
chr1	21573507	21673506	-0.909904263958372	open
chr1	21673507	21773506	-0.992016649023967	open
chr1	21773507	21873506	-1.00975367614869	open
chr1	21873507	21973506	-1.11404697327586	open
chr1	21973507	22073506	-1.08616174598711	open
chr1	22073507	22173506	-1.00327664625281	open
chr1	22173507	22273506	-0.940519634409823	open
chr1	22273507	22373506	-0.813694968318292	open
chr1	22373507	22473506	-0.786635805701101	open
chr1	22473507	22573506	-0.742765002702712	open
chr1	22573507	22673506	-0.774809816260241	open
chr1	22673507	22773506	-0.779587424614389	open
chr1	22773507	22873506	-0.75038988141288	open
chr1	22873507	22973506	-0.871503466082917	open
chr1	22973507	23073506	-0.967649526714855	open
chr1	23073507	23173506	-1.00596455677097	open
chr1	23173507	23273506	-1.14662942226658	open
chr1	23273507	23373506	-1.14471171261701	open
chr1	23373507	23473506	-1.13820337616974	open
chr1	23473507	23573509	-1.21960334501476	open
chr1	23573510	23673509	-1.21889949110762	open
chr1	23673510	23773509	-1.28100425799768	open
chr1	23773510	23873509	-1.26974699715887	open
chr1	23873510	23973509	-1.14127797781828	open
chr1	23973510	24073509	-1.03085627441399	open
chr1	24073510	24173509	-0.905108031276603	open
chr1	24173510	24273509	-0.847200882929269	open
chr1	24273510	24373509	-0.880980504307972	open
chr1	24373510	24473509	-0.888977668606901	open
chr1	24473510	24573508	-0.909423985584537	open
chr1	24573509	24673508	-0.996040616266483	open
chr1	24673509	24773508	-0.995442987574967	open
chr1	24773509	24873508	-1.0287882524887	open
chr1	24873509	24973508	-1.07994472243699	open
chr1	24973509	25073508	-0.987428492049691	open
chr1	25073509	25173508	-1.02513295188356	open
chr1	25173509	25273508	-1.04791696789796	open
chr1	25273509	25373508	-1.05614745658882	open
chr1	25373509	25473508	-1.10790154337268	open
chr1	25473509	25573508	-1.10187182351861	open
chr1	25573509	25673508	-1.06691231282814	open
chr1	25673509	25773508	-1.04887682225422	open
chr1	25773509	25873508	-1.08581007770092	open
chr1	25873509	25973508	-1.10007097593608	open
chr1	25973509	26073508	-1.15798715691626	open
chr1	26073509	26173508	-1.17921463767128	open
chr1	26173509	26273508	-1.21031237072473	open
chr1	26273509	26373508	-1.2635497966517	open
chr1	26373509	26473508	-1.31739602615183	open
chr1	26473509	26573508	-1.31890540426911	open
chr1	26573509	26673508	-1.31490723901821	open
chr1	26673509	26773508	-1.29941404643745	open
chr1	26773509	26873508	-1.26579311157984	open
chr1	26873509	26973508	-1.25297078770202	open
chr1	26973509	27073508	-1.19919382464326	open
chr1	27073509	27173508	-1.15757672161437	open
chr1	27173509	27273508	-1.08353938177624	open
chr1	27273509	27373508	-1.07439545098982	open
chr1	27373509	27473488	-1.07689929588196	open
chr1	27473489	27573488	-1.07227042042617	open
chr1	27573489	27673488	-1.11632237486985	open
chr1	27673489	27773488	-1.11347313682666	open
chr1	27773489	27873488	-1.12995171953396	open
chr1	27873489	27973488	-1.14116228857518	open
chr1	27973489	28073488	-1.17267316853415	open
chr1	28073489	28173488	-1.19092787939274	open
chr1	28173489	28273488	-1.20142943804999	open
chr1	28273489	28373488	-1.22359875371752	open
chr1	28373489	28473487	-1.21652688873231	open
chr1	28473488	28573487	-1.23430375731019	open
chr1	28573488	28673487	-1.23217683428522	open
chr1	28673488	28773487	-1.16601579344803	open
chr1	28773488	28873487	-1.11381165878683	open
chr1	28873488	28973487	-1.03304290217226	open
chr1	28973488	29073487	-0.993463817459539	open
chr1	29073488	29173487	-0.995839216216663	open
chr1	29173488	29273487	-0.86184316833389	open
chr1	29273488	29373487	-0.72950791691267	open
chr1	29373488	29473487	-0.540237950757457	open
chr1	29627153	29727152	-0.393867730629497	open
chr1	29727153	29827152	-0.394681260070186	open
chr1	29827153	29927152	-0.369257467987752	open
chr1	29927153	30027152	-0.293679003695287	open
chr1	30027153	30127152	-0.295981980221957	open
chr1	30127153	30227152	-0.291614064812535	open
chr1	30227153	30327152	-0.321373671941714	open
chr1	30327153	30427152	-0.338777205260787	open
chr1	30427153	30527152	-0.344977727563046	open
chr1	30527153	30627152	-0.437750376769506	open
chr1	30627153	30727152	-0.663674207283174	open
chr1	30727153	30827152	-0.824847421621292	open
chr1	30827153	30927152	-1.05073176356381	open
chr1	30927153	31027152	-1.19159487430134	open
chr1	31027153	31127152	-1.12621419722888	open
chr1	31127153	31227152	-1.16713267351313	open
chr1	31227153	31327152	-1.09522075661889	open
chr1	31327153	31427152	-1.05179556106905	open
chr1	31427153	31534398	-1.04192023542432	open
chr1	31534399	31634398	-1.03071896189707	open
chr1	31634399	31734398	-1.03317412553694	open
chr1	31734399	31834398	-1.08504414166101	open
chr1	31834399	31934398	-1.17962927262207	open
chr1	31934399	32034398	-1.25671546205796	open
chr1	32034399	32134398	-1.3367569396321	open
chr1	32134399	32234398	-1.37292497671666	open
chr1	32234399	32334398	-1.32736353736118	open
chr1	32334399	32434398	-1.23578599487643	open
chr1	32434399	32534398	-1.20413216162663	open
chr1	32534399	32634398	-1.13656338009532	open
chr1	32634399	32734398	-1.14071150680557	open
chr1	32734399	32834398	-1.15244266246056	open
chr1	32834399	32934398	-1.197263451329	open
chr1	32934399	33034398	-1.17864158377366	open
chr1	33034399	33134398	-1.12556538987554	open
chr1	33134399	33234398	-1.08925631207573	open
chr1	33234399	33334398	-0.976151190464506	open
chr1	33334399	33434398	-0.902474843450491	open
chr1	33434399	33534399	-0.739992222377201	open
chr1	33534400	33634399	-0.547482785467402	open
chr1	33634400	33734398	-0.337275741668454	open
chr1	33734399	33834398	-0.174886318292227	open
chr1	33834399	33934398	-0.110372122405199	open
chr1	33934399	34034398	-0.0800523466616819	open
chr1	34034399	34134398	-0.0777871933680599	open
chr1	34134399	34234398	-0.0732575802657502	open
chr1	34234399	34334398	-0.130849617908736	open
chr1	34334399	34434398	-0.194742676399518	open
chr1	34434399	34534398	-0.261792336472417	open
chr1	34534399	34634398	-0.307509040225083	open
chr1	34634399	34734398	-0.368874115620852	open
chr1	34734399	34834398	-0.495656456809703	open
chr1	34834399	34934398	-0.644866857498658	open
chr1	34934399	35034398	-0.819670727934435	open
chr1	35034399	35134398	-0.919614506933464	open
chr1	35134399	35234398	-0.984766352757123	open
chr1	35234399	35334398	-1.00162290390417	open
chr1	35334399	35434398	-1.04319796097905	open
chr1	35434399	35534398	-1.06560722056504	open
chr1	35534399	35634398	-1.09173846758445	open
chr1	35634399	35734398	-1.14451163637833	open
chr1	35734399	35834398	-1.17559706041755	open
chr1	35834399	35934398	-1.26210293122634	open
chr1	35934399	36034398	-1.26256229586248	open
chr1	36034399	36134398	-1.27967845725098	open
chr1	36134399	36234398	-1.28195266372908	open
chr1	36234399	36334398	-1.2854868470095	open
chr1	36334399	36434398	-1.28494814232007	open
chr1	36434399	36534398	-1.14001693555779	open
chr1	36534399	36634398	-0.971704889429005	open
chr1	36634399	36734398	-0.754395149522846	open
chr1	36734399	36834398	-0.599515532171912	open
chr1	36834399	36934398	-0.551062768482011	open
chr1	36934399	37034398	-0.522741977344099	open
chr1	37034399	37134398	-0.537368778055786	open
chr1	37134399	37234398	-0.583331086933827	open
chr1	37234399	37334398	-0.620646090705235	open
chr1	37334399	37434398	-0.803521140388012	open
chr1	37434399	37534398	-0.955665492996546	open
chr1	37534399	37634327	-1.04947968275081	open
chr1	37634328	37734327	-1.17752750887628	open
chr1	37734328	37834327	-1.19648953763435	open
chr1	37834328	37934327	-1.20237419307121	open
chr1	37934328	38034327	-1.14127825954332	open
chr1	38034328	38134327	-1.04710881786824	open
chr1	38134328	38234327	-0.876063782080255	open
chr1	38234328	38334327	-0.727004070846549	open
chr1	38334328	38434327	-0.725896969536739	open
chr1	38434328	38534327	-0.713629829353646	open
chr1	38534328	38634327	-0.708725537021892	open
chr1	38634328	38734327	-0.7220032703232	open
chr1	38734328	38834327	-0.769594301837608	open
chr1	38834328	38934327	-0.88346627883501	open
chr1	38934328	39034327	-0.994471945297993	open
chr1	39034328	39134327	-1.12713475940149	open
chr1	39134328	39234327	-1.12138262474384	open
chr1	39234328	39334327	-1.07769931455636	open
chr1	39334328	39434327	-1.06958902038567	open
chr1	39434328	39534327	-1.05788989461918	open
chr1	39534328	39634327	-1.09145744684116	open
chr1	39634328	39734327	-1.14377709230975	open
chr1	39734328	39834327	-1.19855791585568	open
chr1	39834328	39934327	-1.22262459297741	open
chr1	39934328	40034327	-1.22262048010988	open
chr1	40034328	40134327	-1.21299565185701	open
chr1	40134328	40234327	-1.2059164542427	open
chr1	40234328	40334327	-1.17901799052779	open
chr1	40334328	40434327	-1.16603876112552	open
chr1	40434328	40534327	-1.1137285585288	open
chr1	40534328	40634327	-1.13588436219765	open
chr1	40634328	40734327	-1.16404862529342	open
chr1	40734328	40834327	-1.14597661780392	open
chr1	40834328	40934327	-1.19754901895983	open
chr1	40934328	41034327	-1.13747842554643	open
chr1	41034328	41134327	-1.09930654237543	open
chr1	41134328	41234327	-1.04568134337964	open
chr1	41234328	41334327	-0.985967727342525	open
chr1	41334328	41434328	-0.897150563584327	open
chr1	41434329	41534328	-0.795588953408537	open
chr1	41534329	41634328	-0.873297122357989	open
chr1	41634329	41734328	-0.878857265600845	open
chr1	41734329	41834328	-0.903365828940471	open
chr1	41834329	41934328	-0.956861943162884	open
chr1	41934329	42034328	-0.83622773619492	open
chr1	42034329	42134328	-0.76581011724257	open
chr1	42134329	42234328	-0.820270651009156	open
chr1	42234329	42334328	-0.794466754190636	open
chr1	42334329	42434328	-0.857399045169974	open
chr1	42434329	42534328	-0.855522342390117	open
chr1	42534329	42634328	-0.866028653882302	open
chr1	42634329	42734328	-0.925793912397476	open
chr1	42734329	42834328	-0.952224607162504	open
chr1	42834329	42934328	-1.06084501618764	open
chr1	42934329	43034328	-1.00064091834805	open
chr1	43034329	43134328	-1.01603035891861	open
chr1	43134329	43234328	-1.05481055416191	open
chr1	43234329	43334328	-1.07627546471252	open
chr1	43334329	43434328	-1.13481793750495	open
chr1	43434329	43534328	-1.12892128225363	open
chr1	43534329	43634328	-1.17103441246548	open
chr1	43634329	43734328	-1.19316954463539	open
chr1	43734329	43834327	-1.25402241810016	open
chr1	43834328	43934327	-1.3265054311966	open
chr1	43934328	44034327	-1.26254976788561	open
chr1	44034328	44134327	-1.21922220796518	open
chr1	44134328	44234327	-1.19655705412306	open
chr1	44234328	44334327	-1.12257327771267	open
chr1	44334328	44434327	-1.09581960843584	open
chr1	44434328	44534327	-1.09692146306572	open
chr1	44534328	44634327	-1.23240153991414	open
chr1	44634328	44734327	-1.39422262276286	open
chr1	44734328	44834327	-1.48299633633615	open
chr1	44834328	44934327	-1.49492971215063	open
chr1	44934328	45034327	-1.29402830014887	open
chr1	45034328	45134327	-1.08667425254145	open
chr1	45134328	45234327	-1.02242990496171	open
chr1	45234328	45334327	-1.04867886903812	open
chr1	45334328	45434327	-1.14844670064316	open
chr1	45434328	45534327	-1.30307278970458	open
chr1	45534328	45634327	-1.40983974234596	open
chr1	45634328	45734327	-1.47026791192191	open
chr1	45734328	45834327	-1.46202772781798	open
chr1	45834328	45934327	-1.40891889116161	open
chr1	45934328	46034327	-1.42236417772857	open
chr1	46034328	46134327	-1.38348099143978	open
chr1	46134328	46234327	-1.52791685777439	open
chr1	46234328	46334327	-1.53257289243849	open
chr1	46334328	46434327	-1.35455429512654	open
chr1	46434328	46534327	-1.28104039806799	open
chr1	46534328	46634327	-1.082612794512	open
chr1	46634328	46734327	-0.743192130585495	open
chr1	46734328	46834327	-0.45403568565123	open
chr1	46834328	46934327	-0.08806458303324	open
chr1	46934328	47034327	0.263840120256682	closed
chr1	47034328	47134327	0.216141270291848	closed
chr1	47134328	47234327	-0.106247256984141	open
chr1	47234328	47334327	-0.336701535193641	open
chr1	47334328	47434327	-0.378578607288818	open
chr1	47434328	47534327	-0.22133925769095	open
chr1	47534328	47634327	0.101708797956942	closed
chr1	47634328	47734327	0.363028114738059	closed
chr1	47734328	47834327	0.514739306717056	closed
chr1	47834328	47934327	0.626376784832026	closed
chr1	47934328	48034327	0.812154497548337	closed
chr1	48034328	48134327	0.979688234168041	closed
chr1	48134328	48234327	1.14436604056422	closed
chr1	48234328	48334327	1.29092857045778	closed
chr1	48334328	48434327	1.334228715304	closed
chr1	48434328	48534327	1.31650775871473	closed
chr1	48534328	48634327	1.21936510735409	closed
chr1	48634328	48734327	1.12103745311015	closed
chr1	48734328	48834327	1.14313504698417	closed
chr1	48834328	48934327	1.25970199476076	closed
chr1	48934328	49034327	1.39559329643495	closed
chr1	49034328	49134327	1.53148602827077	closed
chr1	49134328	49234327	1.60388690869305	closed
chr1	49234328	49334327	1.61608525147084	closed
chr1	49334328	49434327	1.64636760158121	closed
chr1	49434328	49534327	1.64315469616237	closed
chr1	49534328	49634327	1.65594205029465	closed
chr1	49634328	49734327	1.65536156374259	closed
chr1	49734328	49834327	1.64213509004642	closed
chr1	49834328	49934327	1.63531723265664	closed
chr1	49934328	50034327	1.58424153558237	closed
chr1	50034328	50134327	1.53272914622177	closed
chr1	50134328	50234327	1.4373576638156	closed
chr1	50234328	50334327	1.26460423293943	closed
chr1	50334328	50434327	1.01340441034997	closed
chr1	50434328	50534327	0.720595089810446	closed
chr1	50534328	50634327	0.43769786444066	closed
chr1	50634328	50734327	0.187653893531299	closed
chr1	50734328	50834327	0.0322235916019999	closed
chr1	50834328	50934327	-0.097181588556729	open
chr1	50934328	51034327	-0.0946640944690639	open
chr1	51034328	51134327	-0.10746241542863	open
chr1	51134328	51234327	-0.286279318269448	open
chr1	51234328	51334327	-0.466495834885185	open
chr1	51334328	51434327	-0.818044628243991	open
chr1	51434328	51534327	-1.05427051206243	open
chr1	51534328	51634327	-1.12078065484043	open
chr1	51634328	51734327	-1.17847115297562	open
chr1	51734328	51834327	-1.15456144289097	open
chr1	51834328	51934327	-1.17263162213162	open
chr1	51934328	52034327	-1.20955079185833	open
chr1	52034328	52134327	-1.15036198311612	open
chr1	52134328	52234327	-1.10705068284717	open
chr1	52234328	52334327	-1.14041750577259	open
chr1	52334328	52434327	-1.12806719644827	open
chr1	52434328	52534327	-1.20032022968377	open
chr1	52534328	52634327	-1.25669571879168	open
chr1	52634328	52734327	-1.24776437812308	open
chr1	52734328	52834327	-1.27029140238252	open
chr1	52834328	52934327	-1.23883834948879	open
chr1	52934328	53034327	-1.17384331617012	open
chr1	53034328	53134327	-1.17228042305103	open
chr1	53134328	53234327	-1.16845605530291	open
chr1	53234328	53334327	-1.18220997118173	open
chr1	53334328	53434326	-1.11847328438735	open
chr1	53434327	53534326	-0.982636148149857	open
chr1	53534327	53634326	-0.844715466533486	open
chr1	53634327	53734326	-0.864434004407306	open
chr1	53734327	53834326	-1.03794971751129	open
chr1	53834327	53934326	-1.16410365881648	open
chr1	53934327	54034326	-1.21413130946693	open
chr1	54034327	54134326	-1.10217686106179	open
chr1	54134327	54234326	-0.961492560078585	open
chr1	54234327	54334326	-0.937780269821585	open
chr1	54334327	54434326	-0.878418712038819	open
chr1	54434327	54534326	-0.840851835303745	open
chr1	54534327	54634326	-0.822247957758362	open
chr1	54634327	54734326	-0.777569723611072	open
chr1	54734327	54834326	-0.802922199795337	open
chr1	54834327	54934326	-0.761230360215512	open
chr1	54934327	55034326	-0.695484017826909	open
chr1	55034327	55134326	-0.601380691568776	open
chr1	55134327	55234326	-0.411049634719457	open
chr1	55234327	55334326	-0.139075895608251	open
chr1	55334327	55434326	0.186725856799651	closed
chr1	55434327	55534326	0.54648001556547	closed
chr1	55534327	55634326	0.781072234766726	closed
chr1	55634327	55734326	0.865923252600088	closed
chr1	55734327	55834326	0.863550879515521	closed
chr1	55834327	55934326	0.789256225029556	closed
chr1	55934327	56034326	0.640226454047798	closed
chr1	56034327	56134327	0.529189021147484	closed
chr1	56134328	56234327	0.451338052730115	closed
chr1	56234328	56334327	0.407984917301423	closed
chr1	56334328	56434327	0.388115247466294	closed
chr1	56434328	56534327	0.353173654810062	closed
chr1	56534328	56634326	0.424005027034084	closed
chr1	56634327	56734326	0.494235270016619	closed
chr1	56734327	56834326	0.663690108209382	closed
chr1	56834327	56934326	0.808050672930318	closed
chr1	56934327	57034326	0.840691131432438	closed
chr1	57034327	57134326	0.873233691640038	closed
chr1	57134327	57234326	0.899428220293446	closed
chr1	57234327	57334327	0.942906389546282	closed
chr1	57334328	57434327	0.987439690904421	closed
chr1	57434328	57534327	1.04607199631442	closed
chr1	57534328	57634327	1.06217899753379	closed
chr1	57634328	57734327	1.03973271570423	closed
chr1	57734328	57834327	1.00173336827228	closed
chr1	57834328	57934327	0.950298105322219	closed
chr1	57934328	58034327	0.840864130462583	closed
chr1	58034328	58134327	0.779584330027966	closed
chr1	58134328	58234327	0.767504975322415	closed
chr1	58234328	58334327	0.721220598310941	closed
chr1	58334328	58434327	0.639375649076233	closed
chr1	58434328	58534327	0.447359026302932	closed
chr1	58534328	58634327	0.200035167902912	closed
chr1	58634328	58734327	-0.0258781411838556	open
chr1	58734328	58834327	-0.15869209745145	open
chr1	58834328	58934327	-0.269526345624402	open
chr1	58934328	59034327	-0.283999052281252	open
chr1	59034328	59134327	-0.238180513716347	open
chr1	59134328	59234327	-0.22416360813953	open
chr1	59234328	59334327	-0.14495136977417	open
chr1	59334328	59434327	-0.0807230165470219	open
chr1	59434328	59534327	-0.0220595030516794	open
chr1	59534328	59634327	0.0648389258488934	closed
chr1	59634328	59734327	0.17281995819381	closed
chr1	59734328	59834327	0.326500966562179	closed
chr1	59834328	59934327	0.557085894565424	closed
chr1	59934328	60034327	0.859499596199212	closed
chr1	60034328	60134327	1.14229954335375	closed
chr1	60134328	60234327	1.33779583957312	closed
chr1	60234328	60334327	1.41208618897036	closed
chr1	60334328	60434327	1.44865431453674	closed
chr1	60434328	60534327	1.48287909619052	closed
chr1	60534328	60634327	1.48781940565617	closed
chr1	60634328	60734327	1.47213989716946	closed
chr1	60734328	60834327	1.39561112196287	closed
chr1	60834328	60934327	1.2745071831195	closed
chr1	60934328	61034327	1.12043859870189	closed
chr1	61034328	61134327	1.02833984040114	closed
chr1	61134328	61234327	0.89410227639137	closed
chr1	61234328	61334327	0.853205952367045	closed
chr1	61334328	61434327	0.862469559205258	closed
chr1	61434328	61534327	0.838103357422705	closed
chr1	61534328	61634327	0.740733193493819	closed
chr1	61634328	61734327	0.572256989793235	closed
chr1	61734328	61834327	0.489168346527983	closed
chr1	61834328	61934327	0.440118704051079	closed
chr1	61934328	62034327	0.506234912051296	closed
chr1	62034328	62134327	0.58637430491566	closed
chr1	62134328	62234327	0.606220778591753	closed
chr1	62234328	62334328	0.534517080238247	closed
chr1	62334329	62434328	0.292576753875444	closed
